file_id,true_label,v21_prediction,v21_confidence,v21_margin,v21_entropy,v21_prob_Neutral,v21_prob_Happy,v21_prob_Angry,v21_prob_Sad,v21_prob_Fear,v21_prob_Disgust,v21_prob_Boredom,v13_prediction,v13_confidence,v13_margin,v13_entropy,v13_prob_Neutral,v13_prob_Happy,v13_prob_Angry,v13_prob_Sad,v13_prob_Fear,v13_prob_Disgust,v13_prob_Boredom,protected_prediction,protected_confidence,protected_margin,protected_entropy,protected_prob_Neutral,protected_prob_Happy,protected_prob_Angry,protected_prob_Sad,protected_prob_Fear,protected_prob_Disgust,protected_prob_Boredom,audio_prediction,audio_confidence,audio_margin,audio_entropy,audio_prob_Neutral,audio_prob_Happy,audio_prob_Angry,audio_prob_Sad,audio_prob_Fear,audio_prob_Disgust,audio_prob_Boredom,final_prediction,final_confidence,final_margin,final_entropy,final_prob_Neutral,final_prob_Happy,final_prob_Angry,final_prob_Sad,final_prob_Fear,final_prob_Disgust,final_prob_Boredom,final_changed_protected_prediction,audio_agrees_with_final,audio_agrees_with_protected,v21_correct,v13_correct,protected_correct,audio_correct,final_correct,fusion_effect,changed,corrected,damaged,selective_rule_triggered
5_0_5_14,Happy,Happy,0.35683739100002815,0.1341982910025098,1.6872742717165035,0.22263909999751835,0.35683739100002815,0.07761051749900941,0.04624198342760621,0.037409118810932805,0.09756639113777722,0.16169549812712783,Happy,0.3568373910000281,0.1341982910025097,1.6872742717165035,0.22263909999751838,0.3568373910000281,0.07761051749900942,0.046241983427606215,0.03740911881093281,0.09756639113777722,0.16169549812712786,Happy,0.35683739100002815,0.13419829100250977,1.6872742717165035,0.22263909999751838,0.35683739100002815,0.07761051749900942,0.046241983427606215,0.03740911881093281,0.09756639113777724,0.16169549812712786,Fear,0.20505419618094833,0.025126796111082317,1.8556457932112,0.13753161237509792,0.17446258289873104,0.033833960629124304,0.17992740006986602,0.20505419618094833,0.09855786501189841,0.17063238283433402,Happy,0.35683739100002815,0.1341982910025098,1.6872742717165035,0.22263909999751835,0.35683739100002815,0.07761051749900941,0.04624198342760621,0.037409118810932805,0.09756639113777722,0.16169549812712783,False,False,False,True,True,True,False,True,remained correct,False,False,False,False
6_1_6_41,Neutral,Neutral,0.6125512625827714,0.48829715409348545,1.2938339794990732,0.6125512625827714,0.042115283383764204,0.014855877180519301,0.041332594389293806,0.12425410848928592,0.10190382915146731,0.06298704482289812,Neutral,0.6125512625827713,0.48829715409348534,1.2938339794990734,0.6125512625827713,0.042115283383764204,0.014855877180519303,0.041332594389293806,0.12425410848928593,0.10190382915146733,0.06298704482289812,Neutral,0.6125512625827713,0.4882971540934854,1.2938339794990732,0.6125512625827713,0.0421152833837642,0.014855877180519297,0.0413325943892938,0.12425410848928589,0.10190382915146728,0.06298704482289812,Disgust,0.35025404468452653,0.1513054567054405,1.7239920770036448,0.15188704193668734,0.10535639773127033,0.07738192020884492,0.027735816067540008,0.08843619139204481,0.35025404468452653,0.19894858797908604,Neutral,0.6125512625827714,0.48829715409348545,1.2938339794990732,0.6125512625827714,0.0421152833837642,0.0148558771805193,0.0413325943892938,0.1242541084892859,0.1019038291514673,0.0629870448228981,False,False,False,True,True,True,False,True,remained correct,False,False,False,False
3_0_5_21,Happy,Happy,0.8073481434321025,0.7232676348960315,0.7853600562665702,0.0156607522449625,0.8073481434321025,0.0176358710885458,0.084080508536071,0.0423802936482314,0.0204511698170289,0.0124432612330579,Happy,0.8073481434321025,0.7232676348960314,0.7853600562665705,0.015660752244962505,0.8073481434321025,0.017635871088545804,0.08408050853607102,0.042380293648231405,0.020451169817028905,0.012443261233057903,Happy,0.8073481434321025,0.7232676348960314,0.7853600562665705,0.015660752244962505,0.8073481434321025,0.017635871088545804,0.08408050853607102,0.0423802936482314,0.020451169817028905,0.012443261233057903,Sad,0.3325806121103829,0.14554518341591696,1.785029723493964,0.08290410225636063,0.18703542869446596,0.05042599826833721,0.3325806121103829,0.11912397263489814,0.11883403383008494,0.10909585220547025,Happy,0.8073481434321025,0.7232676348960315,0.7853600562665702,0.0156607522449625,0.8073481434321025,0.0176358710885458,0.084080508536071,0.0423802936482314,0.0204511698170289,0.0124432612330579,False,False,False,True,True,True,False,True,remained correct,False,False,False,False
9_1_4_18,Disgust,Disgust,0.705824331850483,0.5884424034470402,1.0775716263800383,0.03172004925002761,0.029667743321511404,0.057322002636980104,0.03839868080302541,0.11738192840344272,0.705824331850483,0.019685263734529803,Disgust,0.7058243318504829,0.5884424034470401,1.0775716263800388,0.03172004925002762,0.02966774332151141,0.05732200263698012,0.038398680803025415,0.11738192840344275,0.7058243318504829,0.019685263734529806,Disgust,0.7058243318504829,0.5884424034470401,1.0775716263800383,0.03172004925002761,0.02966774332151141,0.05732200263698012,0.038398680803025415,0.11738192840344273,0.7058243318504829,0.019685263734529806,Angry,0.6905207751198925,0.570470171961542,1.1161656094807437,0.017549539884335306,0.05267544174095102,0.6905207751198925,0.05245149872189582,0.12005060315835044,0.040664159650019016,0.02608798172455581,Disgust,0.705824331850483,0.5884424034470402,1.0775716263800383,0.03172004925002761,0.029667743321511404,0.057322002636980104,0.03839868080302541,0.11738192840344272,0.705824331850483,0.019685263734529803,False,False,False,True,True,True,False,True,remained correct,False,False,False,False
1_0_2_35,Fear,Fear,0.5814714834705497,0.43471039339897305,1.356591847560121,0.03913323941637361,0.10043148571684202,0.037490179906618806,0.026057774779097105,0.5814714834705497,0.14676109007157662,0.06865474663894232,Fear,0.5814714834705496,0.4347103933989729,1.356591847560121,0.039133239416373616,0.10043148571684203,0.03749017990661881,0.026057774779097112,0.5814714834705496,0.14676109007157664,0.06865474663894233,Fear,0.5814714834705496,0.43471039339897294,1.356591847560121,0.03913323941637361,0.100431485716842,0.037490179906618806,0.0260577747790971,0.5814714834705496,0.14676109007157662,0.06865474663894232,Happy,0.22549902584856857,0.021504044921322324,1.837247013219023,0.10284842648522143,0.22549902584856857,0.20399498092724624,0.037777677357410104,0.15080275024867723,0.18560475686861394,0.09347238226426251,Fear,0.5814714834705497,0.4347103933989731,1.3565918475601209,0.0391332394163736,0.100431485716842,0.0374901799066188,0.0260577747790971,0.5814714834705497,0.1467610900715766,0.0686547466389423,False,False,False,True,True,True,False,True,remained correct,False,False,False,False
1_0_2_49,Fear,Disgust,0.393007085381239,0.09279049954223251,1.5261666340842759,0.06258255689987413,0.08192505786168373,0.3002165858390065,0.019801055697658807,0.11871294905490794,0.393007085381239,0.023754709265630006,Disgust,0.393007085381239,0.09279049954223262,1.5261666340842759,0.06258255689987413,0.08192505786168373,0.3002165858390064,0.019801055697658807,0.11871294905490794,0.393007085381239,0.023754709265630006,Disgust,0.39300708538123896,0.09279049954223256,1.5261666340842759,0.06258255689987412,0.08192505786168373,0.3002165858390064,0.019801055697658807,0.11871294905490792,0.39300708538123896,0.023754709265630003,Disgust,0.24566499931275623,0.011210786448719395,1.7154848530542361,0.11913255672986152,0.18467498273354813,0.17430932297074253,0.016474712849185103,0.23445421286403684,0.24566499931275623,0.025289212539869703,Disgust,0.393007085381239,0.09279049954223251,1.5261666340842759,0.06258255689987413,0.08192505786168373,0.3002165858390065,0.019801055697658807,0.11871294905490794,0.393007085381239,0.023754709265630006,False,True,True,False,False,False,False,False,remained incorrect,False,False,False,False
5_0_4_02,Disgust,Disgust,0.7408853206417004,0.6743028258596702,1.0097049552746586,0.06658249478203031,0.03532622046571861,0.021446544518418202,0.019383231667558704,0.06502693556778362,0.7408853206417004,0.051349252356790206,Disgust,0.7408853206417003,0.6743028258596699,1.0097049552746586,0.06658249478203032,0.035326220465718615,0.021446544518418206,0.019383231667558707,0.06502693556778363,0.7408853206417003,0.05134925235679021,Disgust,0.7408853206417004,0.6743028258596702,1.0097049552746586,0.06658249478203032,0.03532622046571861,0.021446544518418206,0.019383231667558704,0.06502693556778363,0.7408853206417004,0.051349252356790206,Disgust,0.25212584459923626,0.0628876804657689,1.8216240706859075,0.17186005453363143,0.18923816413346736,0.07230678936603391,0.059197406550087615,0.18448448729341133,0.25212584459923626,0.07078725352413211,Disgust,0.7408853206417004,0.6743028258596702,1.0097049552746586,0.06658249478203031,0.03532622046571861,0.021446544518418202,0.019383231667558704,0.06502693556778362,0.7408853206417004,0.051349252356790206,False,True,True,True,True,True,True,True,remained correct,False,False,False,False
4_0_6_37,Neutral,Neutral,0.8776199975497159,0.8471614737005867,0.5831651791534279,0.8776199975497159,0.0234090124377362,0.0111301151701745,0.0186982137164314,0.0121578157332697,0.0265263215435432,0.0304585238491292,Neutral,0.8776199975497159,0.8471614737005867,0.583165179153428,0.8776199975497159,0.023409012437736205,0.011130115170174502,0.018698213716431402,0.012157815733269704,0.026526321543543206,0.030458523849129206,Neutral,0.8776199975497159,0.8471614737005867,0.5831651791534279,0.8776199975497159,0.023409012437736205,0.011130115170174502,0.0186982137164314,0.012157815733269704,0.026526321543543202,0.030458523849129206,Neutral,0.24314933339515332,0.02196225487457612,1.7664615615395745,0.24314933339515332,0.029209244755958114,0.04172255855480592,0.2211870785205772,0.12586614344347777,0.12996051258415744,0.20890512874587028,Neutral,0.8776199975497159,0.8471614737005867,0.5831651791534279,0.8776199975497159,0.0234090124377362,0.0111301151701745,0.0186982137164314,0.0121578157332697,0.0265263215435432,0.0304585238491292,False,True,True,True,True,True,True,True,remained correct,False,False,False,False
5_0_2_04,Fear,Fear,0.6947729683569501,0.5764488747668547,1.1021395652210657,0.023144076584491705,0.06669658681195331,0.11832409359009541,0.024167513200311703,0.6947729683569501,0.026852674990996504,0.046042086465201304,Fear,0.69477296835695,0.5764488747668546,1.102139565221066,0.023144076584491708,0.06669658681195333,0.11832409359009544,0.024167513200311706,0.69477296835695,0.02685267499099651,0.04604208646520131,Fear,0.69477296835695,0.5764488747668546,1.102139565221066,0.0231440765844917,0.0666965868119533,0.11832409359009541,0.0241675132003117,0.69477296835695,0.0268526749909965,0.046042086465201304,Angry,0.3433599262633813,0.08427630240265072,1.6437894025245743,0.0338949114802801,0.1580385347765485,0.3433599262633813,0.0573178940358052,0.2590836238607306,0.1190659720055602,0.029239137577694,Fear,0.6947729683569501,0.5764488747668547,1.1021395652210657,0.0231440765844917,0.0666965868119533,0.1183240935900954,0.0241675132003117,0.6947729683569501,0.0268526749909965,0.0460420864652013,False,False,False,True,True,True,False,True,remained correct,False,False,False,False
1_0_4_01,Disgust,Disgust,0.2772132307607425,0.05174895653579281,1.711831342158339,0.0732727916675798,0.0303960637758191,0.0292404339275609,0.1963754782577947,0.1680377273855532,0.2772132307607425,0.2254642742249497,Disgust,0.27721323076074245,0.0517489565357927,1.7118313421583393,0.07327279166757981,0.030396063775819108,0.029240433927560906,0.19637547825779467,0.16803772738555323,0.27721323076074245,0.22546427422494975,Disgust,0.2772132307607425,0.051748956535792756,1.7118313421583393,0.07327279166757981,0.030396063775819104,0.029240433927560906,0.1963754782577947,0.16803772738555323,0.2772132307607425,0.22546427422494975,Sad,0.4704442304739304,0.3290389054121404,1.5754449778028523,0.0346765067827477,0.0415033125603712,0.0718179858975933,0.4704442304739304,0.14140532506179,0.1020278694867922,0.1381247697367752,Disgust,0.2772132307607425,0.05174895653579281,1.711831342158339,0.0732727916675798,0.0303960637758191,0.0292404339275609,0.1963754782577947,0.1680377273855532,0.2772132307607425,0.2254642742249497,False,False,False,True,True,True,False,True,remained correct,False,False,False,False
